,Record Number,Token,predicted,expected
2382,3161,Leather,Material,Material
2383,3161,shoulder,Type,Type
2384,3161,bag,Type,Type
2385,3171,Louis Vuitton,Brand,Brand
2386,3171,Cabas MM,Model,Model
2387,3171,Monogram,Pattern,Pattern
2388,3171,Sabbia,Model,Material
2389,3171,Handbag,Type,Type
2390,3171,Beige,Color,Color
2391,3171,M93495,MPN,MPN
2392,3181,Vera Bradley,Brand,Brand
2393,3181,Travel,Occasion,Occasion
2394,3181,Travel,Occasion,Occasion
2395,3181,Tote,Type,Type
2396,3181,Bag,Type,Type
2397,3181,Bag,Type,Type
2398,3181,Travel,Occasion,Occasion
2399,3181,Travel,Occasion,Occasion
2400,3181,Bag,Type,Type
2401,3181,Bag,Type,Type
2402,3181,Fanfare,Theme,Model
2403,3181,Zip,Closure,Closure
2404,3191,MARC,Product Line,Product Line
2405,3191,Marc Jacobs,Brand,Brand
2406,3191,Sally,Model,Model
2407,3191,Black,Color,Color
2408,3191,Leather,Material,Material
2409,3191,Teal,Color,Color
2410,3191,Crossbody,Type,Type
2411,3191,Purse,Type,Type
2412,3191,Bag,Type,Type
2413,3201,Kate Spade,Brand,Brand
2414,3201,georgie,Model,Obscure
2415,3211,Bottega Veneta,Brand,Brand
2416,3211,Intrecciato,Pattern,Pattern
2417,3211,Leather,Material,Material
2418,3211,Women 's,Department,Department
2419,3211,Shoulder,Type,Type
2420,3211,Bag,Type,Type
2421,3211,Red,Color,Color
2422,3211,Pink,Color,Color
2423,3221,Louis Vuitton,Brand,Brand
2424,3221,Monogram,Pattern,Pattern
2425,3221,Cartouchiere GM,Model,Model
2426,3221,Shoulder,Type,Type
2427,3221,Cross Body,Type,Type
2428,3221,Bag,Type,Type
2429,3221,B1207O,MPN,No Tag
2430,3231,Balenciaga,Brand,Brand
2431,3231,Everyday,Occasion,Occasion
2432,3231,Crossbody,Type,Type
2433,3231,Bag,Type,Type
2434,3231,XS,Size,No Tag
2435,3241,Tory Burch,Brand,Brand
2436,3241,Britten,Model,Product Line
2437,3241,Large,Size,Size
2438,3241,Pebble,Pattern,Pattern
2439,3241,Leather,Material,Material
2440,3241,Crossbody,Type,Type
2441,3241,Clutch,Type,Type
2442,3241,Handbag,Type,Type
2443,3241,Purse,Type,Type
2444,3251,Prada,Brand,Brand
2445,3251,Womens,Department,Department
2446,3251,Leather,Trim Material,Handle/Strap Material
2447,3251,Nylon,Material,Material
2448,3251,Zip,Closure,Closure
2449,3251,Crossbody,Type,Type
2450,3251,Bag,Type,Type
2451,3251,Blue,Color,Color
2452,3251,Small,Size,Size
2453,3251,Handbag,Type,Type
2454,3261,LOUIS VUITTON,Brand,Brand
2455,3261,Epi,Material,Material
2456,3261,Keepall,Product Line,Product Line
2457,3261,50,Model,Model
2458,3261,Boston,Type,Type
2459,3261,Bag,Type,Type
2460,3261,Black,Color,Color
2461,3261,M42962,MPN,MPN
2462,3261,LV,Brand,Brand
2463,3271,GVB,Brand,No Tag
2464,3271,Leather Cowhide,Material,Material
2465,3271,Brown,Color,Color
2466,3271,Cross body,Type,Type
2467,3271,Shoulder,Type,Type
2468,3271,Satchel,Type,Type
2469,3271,Bag,Type,Type
2470,3281,Bohemian,Style,Style
2471,3281,Crochet,Fabric Type,
2472,3281,Knit,Fabric Type,
2473,3281,Purse,Type,Type
2474,3281,Handbag,Type,Type
2475,3281,yarn,Material,Material
2476,3281,multicolor,Color,Color
2477,3291,FRINGE,Accents,
2478,3291,SEE-THRU,Accents,
2479,3291,HANDBAG,Type,Type
2480,3301,Chiara Ferretti,Brand,Brand
2481,3301,Italy,Country/Region of Manufacture,Country/Region of Manufacture
2482,3301,Leather,Material,Material
2483,3301,Shoulder,Type,Type
2484,3301,Bag,Type,Type
2485,3301,Mustard,Color,Color
2486,3301,Yellow,Color,Color
2487,3311,Scripture Bible Verse,Theme,Theme
2488,3311,Western,Style,Brand
2489,3311,Purse,Type,Type
2490,3311,Country,Style,Theme
2491,3311,Handbag,Type,Type
2492,3311,Women,Department,Department
2493,3311,Shoulder,Type,Type
2494,3311,Bag,Type,Type
2495,3311,Wallet,Type,Type
2496,3321,Louis Vuitton,Brand,Brand
2497,3321,Alma,Model,Model
2498,3321,Handbag,Type,Type
2499,3321,Epi Leather,Material,Material
2500,3321,PM,Model,Model
2501,3331,Gucci,Brand,Brand
2502,3331,Handbag Bag,Type,Type
2503,3331,Bamboo,Product Line,Product Line
2504,3331,Razor,Style,Style
2505,3331,Diana,Model,Model
2506,3331,White,Color,Color
2507,3341,CHANEL,Brand,Brand
2508,3341,novelty,Theme,Theme
2509,3341,drawstring,Closure,Closure
2510,3341,back border,Style,
2511,3341,shoulder,Type,Type
2512,3341,ladies ',Department,
2513,3341,bag,Type,Type
2514,3351,Gucci,Brand,Brand
2515,3351,Black,Color,Color
2516,3351,Gg,Brand,Brand
2517,3351,Canvas,Fabric Type,Fabric Type
2518,3351,Tote,Type,Type
2519,3351,Women 's,Department,Department
2520,3361,Louis Vuitton,Brand,Brand
2521,3361,Upton,Model,Model
2522,3361,Bag,Type,Type
2523,3361,Monogram,Pattern,Pattern
2524,3361,Laser,Features,Features
2525,3361,Leather,Material,Material
2526,3371,Coach,Brand,Brand
2527,3371,Signature,Pattern,Pattern
2528,3371,Brown,Color,Color
2529,3371,Black,Color,Color
2530,3371,Leather,Material,Material
2531,3371,Shoulder,Type,Type
2532,3371,Bag,Type,Type
2533,3381,Louis Vuitton,Brand,Brand
2534,3381,handbag,Type,Type
2535,3381,Artsy MN,Model,Model
2536,3381,M40429,MPN,MPN
2537,3391,Gucci,Brand,Brand
2538,3391,GG Marmont,Product Line,Product Line
2539,3391,Small,Size,Size
2540,3391,Color-Block,Pattern,Pattern
2541,3391,Quilted,Features,Accents
2542,3391,Leather,Material,Material
2543,3391,Shoulder,Type,Type
2544,3391,Bag,Type,Type
2545,3401,7038U,MPN,No Tag
2546,3401,BAG,Type,Type
2547,3401,POCHETTE,Brand,Product Line
2548,3401,portafoglio donna,Model,
2549,3401,wallet,Type,Type
2550,3401,woman,Department,Department
2551,3411,Gucci,Brand,Brand
2552,3411,Brown,Color,Color
2553,3411,Crossbody,Type,Type
2554,3411,Clutch,Type,Type
2555,3411,8in,"Measurement, dimension","Measurement, dimension"
2556,3411,6in,"Measurement, dimension","Measurement, dimension"
2557,3411,2in,"Measurement, dimension","Measurement, dimension"
2558,3421,FURLA,Brand,Brand
2559,3421,Black,Color,Color
2560,3421,White,Color,Color
2561,3421,Quilted,Accents,Accents
2562,3421,Leather,Material,Material
2563,3421,Small,Size,Size
2564,3421,Tribe,Model,Theme
2565,3421,Tote,Type,Type
2566,3421,Bag,Type,Type
2567,3421,Italy,Country/Region of Manufacture,Country/Region of Manufacture
2568,3431,PRADA,Brand,Brand
2569,3431,Logo,Accents,Accents
2570,3431,Tote,Type,Type
2571,3431,Bag,Type,Type
2572,3431,Handbag,Type,Type
2573,3431,Heart,Pattern,Accents
2574,3431,Monogram,Pattern,Pattern
2575,3431,Nylon,Material,Material
2576,3431,White,Color,Color
2577,3431,Red,Color,Color
2578,3441,Chanel,Brand,
2579,3441,Karl Lagerfeld,Product Line,
2580,3441,Le Mobile Art,Model,
2581,3441,Tote,Type,Type
2582,3441,Bag,Type,Type
2583,3451,GUCCI,Brand,Brand
2584,3451,Bamboo,Product Line,Product Line
2585,3451,Hand,Type,Type
2586,3451,Tote,Type,Type
2587,3451,Bag,Type,Type
2588,3451,Leather,Material,Material
2589,3451,Orange,Color,Color
2590,3461,GUESS,Brand,Brand
2591,3461,Classique,Model,Model
2592,3461,Large,Size,Size
2593,3461,Bag,Type,Type
2594,3461,Purse,Type,Type
2595,3461,Satchel,Type,Type
2596,3461,Bow G Logo,Accents,Accents
2597,3471,Louis Vuitton,Brand,Brand
2598,3471,Scarf,Type,Obscure
2599,3481,❤,Brand,No Tag
2600,3481,❤,Brand,No Tag
2601,3481,BRAHMIN,Brand,Brand
2602,3481,DUXBURY,Product Line,Product Line
2603,3481,SATCHEL,Type,Type
2604,3481,BLACK,Color,Color
2605,3481,SAINT GERMAINE,Model,Model
2606,3481,FLORAL,Pattern,Pattern
2607,3481,DAMASK,Pattern,Pattern
2608,3481,TOOLED,Accents,Accents
2609,3481,LEATHER,Material,Material
2610,3481,❤,Brand,No Tag
2611,3481,❤,Brand,No Tag
2612,3491,BALENCIAGA,Brand,Brand
2613,3491,Bazar,Model,Model
2614,3491,Shopper,Type,Type
2615,3491,Hand,Type,Type
2616,3491,Tote,Type,Type
2617,3491,Bag,Type,Type
2618,3491,Multi,Color,Color
2619,3491,Color,Color,Color
2620,3501,TAWI,Brand,No Tag
2621,3501,Bolsa Frida Kahlo,Model,
2622,3501,Shoulder,Type,Type
2623,3501,Bag,Type,Type
2624,3501,Purse,Type,Type
2625,3501,Chain,Handle/Strap Material,Handle/Strap Material
2626,3501,Strap,Handle Style,Handle Style
2627,3501,MX,Color,No Tag
2628,3511,LOUIS VUITTON,Brand,Brand
2629,3511,Damier,Product Line,Product Line
2630,3511,Ebene,Color,Color
2631,3511,Pochette Accessoires,Model,Model
2632,3511,Pouch,Type,Type
2633,3511,N41206,MPN,MPN
2634,3521,Givenchy,Brand,Brand
2635,3521,Pandora,Model,Model
2636,3521,Continental,Style,Style
2637,3521,Wallet,Type,Type
2638,3521,Bag,Type,Type
2639,3521,Zip,Closure,Closure
2640,3521,Pebbled,Pattern,Pattern
2641,3521,Leather,Material,Material
2642,3521,Clutch,Type,Type
2643,3531,GUCCI,Brand,Brand
2644,3531,GOLD,Color,Color
2645,3531,D RING,Accents,Accents
2646,3531,CANVAS,Fabric Type,Fabric Type
2647,3531,HOBO,Type,Type
2648,3531,BAG,Type,Type
2649,3541,Snake Leather,Material,Material
2650,3541,Handbag,Type,Type
2651,3541,Hobo,Type,Type
2652,3541,Purse,Type,Type
2653,3541,Large,Size,Size
2654,3541,String,Accents,Handle/Strap Material
2655,3541,Shiny,Accents,Accents
2656,3541,Orange,Color,Color
2657,3551,Louis Vuitton,Brand,Brand
2658,3551,Epi,Material,Material
2659,3551,Saint Jacques,Model,
2660,3551,Hand Bag,Type,Type
2661,3551,Blue,Color,Color
2662,3551,M52275,MPN,MPN
2663,3551,LV,Brand,Brand
2664,3561,Christian Dior,Brand,Brand
2665,3561,Tie Dye,Pattern,Pattern
2666,3561,Saddle,Type,Type
2667,3561,Bag,Type,Type
2668,3561,Embroidered,Accents,Accents
2669,3561,Canvas,Fabric Type,Fabric Type
2670,3561,Medium,Size,Size
2671,3571,Louis Vuitton,Brand,Brand
2672,3571,PETIT MARCEAU,Model,Model
2673,3571,Shoulder,Type,Type
2674,3571,Bag,Type,Type
2675,3571,Purse,Type,Type
2676,3571,Monogram,Pattern,Pattern
2677,3571,LV,Brand,Brand
2678,3571,A2113C,MPN,No Tag
2679,3581,Louis Vuitton,Brand,Brand
2680,3581,Alma bb,Model,Model
2681,3581,vernis,Color,Product Line
2682,3591,Gucci,Brand,Brand
2683,3591,Shoulder,Type,Type
2684,3591,bag,Type,Type
2685,3591,Tote,Type,Type
2686,3591,GG,Brand,Brand
2687,3591,Canvas,Fabric Type,Fabric Type
2688,3591,Monogram,Pattern,Pattern
2689,3591,Brown,Color,Color
2690,3591,Women,Department,Department
2691,3591,Purse,Type,Type
2692,3591,G0462,MPN,No Tag
2693,3601,BROMEN,Department,Brand
2694,3601,Backpack,Type,Type
2695,3601,Backpack,Type,Type
2696,3601,Purse,Type,Type
2697,3601,Women,Department,Department
2698,3601,Leather,Material,Material
2699,3601,Anti-theft,Features,Features
2700,3601,Travel,Occasion,Occasion
2701,3601,Backpack,Type,Type
2702,3601,Backpack,Type,Type
2703,3611,Holiday,Occasion,No Tag
2704,3611,Delvaux,Model,Brand
2705,3611,Bucket,Type,Type
2706,3611,Bag,Type,Type
2707,3611,Cognac,Color,Color
2708,3611,Dark,Color,Color
2709,3611,Brown,Color,Color
2710,3611,Leather,Material,Material
2711,3621,Dooney & Bourke,Brand,Brand
2712,3621,R147,MPN,No Tag
2713,3621,Bone,Color,Color
2714,3621,Carpet,Fabric Type,Fabric Type
2715,3621,Bag,Type,Type
2716,3621,Bag,Type,Type
2717,3621,Shoulder,Type,Type
2718,3621,Bag,Type,Type
2719,3621,Bag,Type,Type
2720,3621,Purse,Type,Type
2721,3621,17290S S183,MPN,
2722,3631,GUCCI,Brand,Brand
2723,3631,Ophidia,Model,Model
2724,3631,Medium,Size,Size
2725,3631,GG Supreme,Product Line,Product Line
2726,3631,Canvas,Fabric Type,Fabric Type
2727,3631,Tote,Type,Type
2728,3631,Bag,Type,Type
2729,3631,Beige,Color,Color
2730,3641,LOUIS VUITTON,Brand,Brand
2731,3641,LV,Brand,Brand
2732,3641,Logo,Accents,Accents
2733,3641,Alma,Model,Model
2734,3641,Hand Bag,Type,Type
2735,3641,Monogram,Pattern,Pattern
2736,3641,Leather,Material,Material
2737,3641,Brown,Color,Color
2738,3641,France,Country/Region of Manufacture,Country/Region of Manufacture
2739,3641,M51130 71ML225,MPN,
2740,3651,Kate Spade,Brand,Brand
2741,3651,Zibbi,Model,Model
2742,3651,Double Zip,Closure,Closure
2743,3651,Small,Size,Size
2744,3651,Crossbody,Type,Type
2745,3651,Nightcap,Type,Color
2746,3661,LOUIS VUITTON,Brand,Brand
2747,3661,Babylone,Model,Model
2748,3661,Monogram,Pattern,Pattern
2749,3661,Shoulder,Type,Type
2750,3661,Tote,Type,Type
2751,3661,Bag,Type,Type
2752,3661,Purse,Type,Type
2753,3671,Women,Department,Department
2754,3671,leather,Material,Material
2755,3671,Backpacks,Type,Type
2756,3671,Female,Department,Department
2757,3671,Shoulder,Type,Type
2758,3671,Bag,Type,Type
2759,3671,Sac a Dos,Model,Model
2760,3681,GOYARD,Brand,Brand
2761,3681,Saint Louis GM,Product Line,Product Line
2762,3681,Tote,Type,Type
2763,3681,Bag,Type,Type
2764,3681,Purple,Color,Color
2765,3681,PVC Leather,Material,Material
2766,3681,Blue,Color,Color
2767,3681,Pouch,Type,Type
2768,3691,Tory Burch,Brand,Brand
2769,3691,Kensington,Model,Model
2770,3691,Tote,Type,Type
2771,3691,Bag,Type,Type
2772,3691,Multi,Color,Color
2773,3691,Color,Color,Color
2774,3691,Flowers,Pattern,Pattern
2775,3701,Zumba,Brand,Brand
2776,3701,Hello,Model,Model
2777,3701,Crossbody,Type,Type
2778,3701,Bag,Type,Type
2779,3701,Tote,Type,Type
2780,3711,GUCCI,Brand,Brand
2781,3711,PIGNA PINEAPPLE,Model,
2782,3711,LEATHER,Material,Material
2783,3711,LINEN CANVAS,Fabric Type,
2784,3711,BAG,Type,Type
2785,3711,ITALY,Country/Region of Manufacture,Country/Region of Manufacture
2786,3721,PRADA,Brand,Brand
2787,3721,Black,Color,Color
2788,3721,Nylon,Material,Material
2789,3721,Leather,Handle/Strap Material,Trim Material
2790,3721,Backpack,Type,Type
2791,3721,Bag,Type,Type
2792,3721,Purse,Type,Type
2793,3731,CHANEL,Brand,Brand
2794,3731,Quilted,Accents,Accents
2795,3731,Matelasse,Pattern,Pattern
2796,3731,CC Logo,Accents,Accents
2797,3731,Caviar,Product Line,Product Line
2798,3731,Skin,Material,Material
2799,3731,Chain,Handle/Strap Material,Handle/Strap Material
2800,3731,Shoulder,Type,Type
2801,3731,Bag,Type,Type
2802,3731,Black,Color,Color
2803,3741,KATHERINE WARD,Brand,Brand
2804,3741,Goat Fur,Material,Material
2805,3741,Brown,Color,Color
2806,3741,Leather,Material,Material
2807,3741,Shoulder,Type,Type
2808,3741,Bag,Type,Type
2809,3751,Prada,Brand,Brand
2810,3751,Bag,Type,Type
2811,3761,LOUIS VUITTON,Brand,Brand
2812,3761,Saumur 35,Model,Model
2813,3761,Shoulder,Type,Type
2814,3761,Bag,Type,Type
2815,3761,Monogram,Pattern,Pattern
2816,3761,Leather,Material,Material
2817,3761,France,Country/Region of Manufacture,Country/Region of Manufacture
2818,3761,M42254 85SD238,MPN,
2819,3771,CHANEL,Brand,Brand
2820,3771,CC,Brand,Brand
2821,3771,Quilted,Features,Accents
2822,3771,Chain,Handle/Strap Material,Handle/Strap Material
2823,3771,Shoulder,Type,Type
2824,3771,Tote,Type,Type
2825,3771,Bag,Type,Type
2826,3771,1449180,MPN,No Tag
2827,3771,Purse,Type,Type
2828,3771,Black,Color,Color
2829,3771,Lambskin,Material,Material
2830,3781,OLIVIA + JOY JULEP,Brand,Brand
2831,3781,Hot Pink,Color,
2832,3781,Leather,Material,Material
2833,3781,Satchel,Type,Type
2834,3781,Shoulder,Type,Type
2835,3781,Bag,Type,Type
2836,3791,CHRISTIAN DIOR,Brand,Brand
2837,3791,Lady Dior,Product Line,Product Line
2838,3791,Medium,Size,Size
2839,3791,White,Color,Color
2840,3791,Patent,Material,Material
2841,3791,Bag,Type,Type
2842,3791,Silver,Color,Color
2843,3801,Steve Madden,Brand,Brand
2844,3801,Black,Color,Color
2845,3801,Vegan,Features,
2846,3801,Quilted,Accents,
2847,3801,Belt,Type,Type
2848,3801,Bag,Type,Type
2849,3811,Dasein,Brand,Brand
2850,3811,Women,Department,Department
2851,3811,Faux Leather,Material,Material
2852,3811,Padlock,Closure,Closure
2853,3811,Tote,Type,Type
2854,3811,Shoulder,Type,Type
2855,3811,Bag,Type,Type
2856,3811,Handbag,Type,Type
2857,3811,Satchel,Type,Type
2858,3821,FENDI,Brand,Brand
2859,3821,WOVEN,Fabric Type,Fabric Type
2860,3821,LEATHER,Material,Material
2861,3821,FLAP,Type,Type
2862,3821,SHOULDER,Type,Type
2863,3821,CLUTCH,Type,Type
2864,3821,BAG,Type,Type
2865,3821,METAL,Color,Hardware Material
2866,3821,LOGO,Accents,Accents
2867,3821,SNAP,Closure,Closure
2868,3831,Printed,Features,Features
2869,3831,Waterproof,Features,Features
2870,3831,Nylon,Material,Material
2871,3831,Ladies,Department,Department
2872,3831,Messenger,Type,Type
2873,3831,Bag,Type,Type
2874,3841,Christian Dior,Brand,Brand
2875,3841,Green,Color,Color
2876,3841,OSTRICH Leather,Material,Material
2877,3841,Handbag,Type,Type
2878,3851,Gucci,Brand,Brand
2879,3851,Women 's,Department,Department
2880,3851,Soho,Product Line,Model
2881,3851,Nubuck Leather,Material,Material
2882,3851,Chain,Handle/Strap Material,Handle/Strap Material
2883,3851,Shoulder,Type,Type
2884,3851,Bag,Type,Type
2885,3851,Grey,Color,Color
2886,3861,Louis Vuitton,Brand,Brand
2887,3861,Brittany,Model,Model
2888,3861,Damier,Product Line,Product Line
2889,3861,Ebene,Color,Color
2890,3861,Brown,Color,Color
2891,3861,Dusty,Color,Color
2892,3861,Rose,Color,Color
2893,3861,Shoulder,Type,Type
2894,3861,Bag,Type,Type
2895,3861,crossbod,Type,Handle Style
2896,3871,Gucci,Brand,Brand
2897,3871,Bamboo,Product Line,Product Line
2898,3871,Bag,Type,Type
2899,3881,mexican,Country/Region of Manufacture,Theme
2900,3881,lottery,Accents,Obscure
2901,3881,Tote,Type,Type
2902,3881,Bag,Type,Type
2903,3881,Bolsa De Loteria,Type,
2904,3891,Louis Vuitton,Brand,Brand
2905,3891,Damier,Product Line,Product Line
2906,3891,Ebene,Color,Color
2907,3891,Clipper,Closure,Model
2908,3901,CHANEL,Brand,Brand
2909,3901,Cambon,Product Line,
2910,3901,Quilted,Accents,Accents
2911,3901,CC,Brand,Brand
2912,3901,Cross Body,Type,Type
2913,3901,Bag,Type,Type
2914,3901,Purse,Type,Type
2915,3901,Black,Color,Color
2916,3901,Calfskin,Material,Material
2917,3911,Montana West,Brand,Brand
2918,3911,embroidery,Accents,Accents
2919,3911,conceal carry,Pocket Type,Product Line
2920,3911,gun,Type,No Tag
2921,3911,handbag,Type,Type
2922,3911,wallet,Type,Type
2923,3911,grey,Color,Color
2924,3921,CHANEL,Brand,Brand
2925,3921,21S,Model,Model
2926,3921,Classic,Model,Model
2927,3921,Logo,Accents,Accents
2928,3921,Mini,Size,Size
2929,3921,Flap,Type,Type
2930,3921,Pink,Color,Color
2931,3921,Bag,Type,Type
2932,3921,Unicorn,Color,No Tag
2933,3931,Kate Spade,Brand,Brand
2934,3931,Mikas Pond Phoenix,Model,Model
2935,3931,Trifold,Features,Style
2936,3931,Carryall,Type,Type
2937,3931,Travel,Occasion,Occasion
2938,3931,Wallet,Type,Type
2939,3931,Blue,Color,Color
2940,3931,hydrnga,Color,No Tag
2941,3941,Women Girls,Department,Department
2942,3941,Handbag,Type,Type
2943,3941,Tote,Type,Type
2944,3941,Shoulder,Type,Type
2945,3941,Bag,Type,Type
2946,3941,Bag,Type,Type
2947,3941,Messenger,Type,Type
2948,3941,Hobo,Type,Type
2949,3941,Bag,Type,Type
2950,3941,Bag,Type,Type
2951,3941,Satchel,Type,Type
2952,3951,B. MAKOWSKY,Brand,Brand
2953,3951,Purple,Color,Color
2954,3951,Pebbled,Pattern,Pattern
2955,3951,Leather,Material,Material
2956,3951,Hobo,Type,Type
2957,3951,Cross Body,Type,
2958,3951,Shoulder,Type,
2959,3951,Bag,Type,Type
2960,3951,Purse,Type,Type
2961,3961,BLACK,Color,Color
2962,3961,TAN,Color,Color
2963,3961,SILVER,Color,Color
2964,3961,BHW,Model,No Tag
2965,3961,WESTERN STYLE,Style,
2966,3961,RHINESTONE,Accents,
2967,3961,CROSS,Type,
2968,3961,PURSE,Type,Type
2969,3961,TOTE,Type,Type
2970,3971,CHANEL,Brand,Brand
2971,3971,Mini,Size,Size
2972,3971,Matelasse,Pattern,Pattern
2973,3971,Chain,Handle/Strap Material,Handle/Strap Material
2974,3971,Shoulder,Type,Type
2975,3971,Bag,Type,Type
2976,3971,Leather,Material,Material
2977,3971,Black,Color,Color
2978,3971,Purse,Type,Type
2979,3981,Kate Spade,Brand,Brand
2980,3981,Arya,Model,Model
2981,3981,Black,Color,Color
2982,3981,Packable,Features,Features
2983,3981,Nylon,Material,Material
2984,3981,Backpack,Type,Type
2985,3981,WKRU6975,MPN,MPN
2986,3991,Chanel,Brand,Brand
2987,3991,Classic,Model,Model
2988,3991,Beige,Color,Color
2989,3991,Lambskin,Material,Material
2990,3991,24K,Hardware Material,
2991,3991,Gold,Color,
2992,3991,Chain,Handle/Strap Material,Handle/Strap Material
2993,3991,3 Way,Style,Features
2994,3991,Full,Features,Closure
2995,3991,Flap,Type,Type
2996,3991,Small,Size,Size
2997,3991,Bag,Type,Type
2998,4001,GUCCI,Brand,Brand
2999,4001,Pebbled,Pattern,Pattern
3000,4001,Calfskin,Material,Material
3001,4001,Medium,Size,Size
3002,4001,Bamboo,Product Line,Product Line
3003,4001,Daily,Occasion,Occasion
3004,4001,Leather,Material,Material
3005,4001,Top Handle,Handle Style,Handle Style
3006,4001,Bag,Type,Type
3007,4001,Pink,Color,Color
3008,4011,Louis Vuitton,Brand,Brand
3009,4011,Alma,Model,Model
3010,4011,Monogram,Pattern,Pattern
3011,4011,Medium,Size,Size
3012,4011,Bag,Type,Type
3013,4011,Brown,Color,Color
3014,4011,Leather,Material,Material
3015,4011,Tan,Color,Color
3016,4011,Lock,Closure,Closure
3017,4021,KATE SPADE,Brand,Brand
3018,4021,LEILA,Model,Model
3019,4021,FLAP,Type,Type
3020,4021,MEDIUM,Size,Size
3021,4021,LEATHER,Material,Material
3022,4021,SATCHEL,Type,Type
3023,4021,CROSSBODY,Type,
3024,4021,SHOULDER,Type,
3025,4021,BAG,Type,Type
3026,4021,PURSE,Type,Type
3027,4031,Louis Vuitton,Brand,Brand
3028,4031,Shoulder,Type,Type
3029,4031,Bag,Type,Type
3030,4041,Louis Vuitton,Brand,Brand
3031,4041,Alpha,Model,Model
3032,4041,Messenger,Type,Type
3033,4041,Bag,Type,Type
3034,4041,Monogram,Pattern,Pattern
3035,4041,Satellite,Model,No Tag
3036,4041,Canvas,Fabric Type,Fabric Type
3037,4051,COACH,Brand,Brand
3038,4051,Women 's,Department,Department
3039,4051,Leopard,Pattern,Pattern
3040,4051,Ocelot Rhyder 24,Model,
3041,4051,Satchel,Type,Type
3042,4051,Wild Beast,Theme,
3043,4051,Cross Body,Type,Type
3044,4051,F36107,MPN,MPN
3045,4061,LOUIS VUITTON,Brand,Brand
3046,4061,Musette Salsa,Model,Model
3047,4061,Short,Size,No Tag
3048,4061,Shoulder,Type,Type
3049,4061,Bag,Type,Type
3050,4061,Monogram,Pattern,Pattern
3051,4061,France,Country/Region of Manufacture,Country/Region of Manufacture
3052,4061,M51258,MPN,MPN
3053,4071,LOUIS VUITTON,Brand,Brand
3054,4071,RIVERA MM,Model,Model
3055,4071,HAND,Type,Type
3056,4071,TOTE,Type,Type
3057,4071,BAG,Type,Type
3058,4071,PURSE,Type,Type
3059,4071,DAMIER,Product Line,Product Line
3060,4071,EBENE,Color,Color
3061,4071,N41434,MPN,MPN
3062,4081,CHANEL,Brand,Brand
3063,4081,19,Model,Model
3064,4081,Caramel,Color,Color
3065,4081,Brown,Color,Color
3066,4081,Long,Style,Style
3067,4081,Flap,Type,Type
3068,4081,Quilted,Features,Accents
3069,4081,Wallet,Type,Type
3070,4081,AP0955 B04852 NB356,MPN,
3071,4091,CHANEL,Brand,Brand
3072,4091,Cocomark,Product Line,Model
3073,4091,Matrasse,Features,Features
3074,4091,Double Flap,Type,Type
3075,4091,Shoulder,Type,Type
3076,4091,Bag,Type,Type
3077,4101,Louis Vuitton,Brand,Brand
3078,4101,Double Zip,Closure,Closure
3079,4101,Pochette,Product Line,Product Line
3080,4101,Bag,Type,Type
3081,4101,Purse,Type,Type
3082,4111,Michael Kors,Brand,Brand
3083,4111,Tina,Model,Model
3084,4111,Floral,Pattern,Pattern
3085,4111,Navy,Color,Color
3086,4111,Blue,Color,Color
3087,4111,Leather,Material,Material
3088,4111,XSmall,Size,Size
3089,4111,Clutch,Type,Type
3090,4111,Crossbody,Type,Type
3091,4111,Bag,Type,Type
3092,4121,VERA BRADLEY,Brand,Brand
3093,4121,SMALL MINI,Size,Size
3094,4121,SLING,Handle Style,Handle Style
3095,4121,BACKPACK,Type,Type
3096,4121,HERBOLOGY,Theme,Model
3097,4121,HARRY POTTER,Character,Character
3098,4131,By far,Brand,Brand
3099,4131,mini,Size,Size
3100,4131,amira,Model,Model
3101,4131,bag,Type,Type
3102,4131,PASTEL,Color,Color
3103,4131,PINK,Color,Color
3104,4141,Marc Jacobs,Brand,Brand
3105,4141,Too Hot to Handle,Model,Model
3106,4141,Sia,Model,No Tag
3107,4141,Leather,Material,Material
3108,4141,Crossbody,Type,Type
3109,4141,Bag,Type,Type
3110,4141,SKY,Color,Color
3111,4141,BLUE,Color,Color
3112,4151,LOUIS VUITTON,Brand,Brand
3113,4151,Monogram,Pattern,Pattern
3114,4151,Deauville,Model,Model
3115,4151,Hand Bag,Type,Type
3116,4151,M47270,MPN,MPN
3117,4151,LV,Brand,Brand
3118,4161,Fila,Brand,Brand
3119,4161,Janice,Model,Model
3120,4161,Duffle,Type,Type
3121,4161,Backpack,Type,Type
3122,4161,Bag,Type,Type
3123,4161,Black,Color,Color
3124,4161,Gym Travel School,Occasion,Occasion
3125,4171,Daisy,Pattern,Pattern
3126,4171,Waterproof,Features,Features
3127,4171,Polyester,Material,Material
3128,4171,Tote,Type,Type
3129,4171,Bag,Type,Type
3130,4171,Beige,Color,Color
3131,4181,Louis Vuitton,Brand,Brand
3132,4181,Damier,Product Line,Product Line
3133,4181,Ebene,Color,Color
3134,4181,Highbury,Model,Model
3135,4181,Shoulder,Type,Type
3136,4181,Bag,Type,Type
3137,4181,N51200 8B220010m,MPN,
3138,4191,CHANEL,Brand,Brand
3139,4191,Classic,Model,Model
3140,4191,Double Flap,Type,Type
3141,4191,Medium,Size,Size
3142,4191,Shoulder,Type,Type
3143,4191,Bag,Type,Type
3144,4191,Beige,Color,Color
3145,4191,Lambskin,Material,Material
